hatespeech,class
If circa 120 people landing on Britain’s shores qualifies as a #migrantcrisis then I can’t wait for the headlines after the 29th March.... #brexitshambles #brexit #refugeesarewelcome,0
Mr Johnson Don’t forget about us across the Pond . PM Modi is looking forward to working with you . Brexit will bring a new era of Deep cooperation between India and Great Britain. ,0
I think he expected crowds of Tories to come out to support him. He has that same needy problem that Trump has.,1
"Muslim 2 his wife  Talaq-Talaq-Talaq,wife chats back Modi-Modi Modi.This is a Victory 4 Fair sex.India rejoices today as da Triple Talaq Bill Passed Jai Hind",0
"Democracy is a bitter pill. Only people who could upend peace are terrorists, you may know some.. disgusting scaremongering.    'Bluster and bravado' is a perfect description for Sinn Fein who are loyal European Unionists and champions of the EU Commonwealth.",0
"Infosys, the Indian outsourcing firm with more H-1Bs (58,000 between 2015 and 2017) than anyone else, has now spread its influence to the United Kingdom.    PM Boris Johnson has nominated Rishi Sunak, the son-in-law of Infosys' leader, as Treasury Secretary.  ",0
So as you can clearly see above deals were very much mentioned and there is no evidence to support your claim.,0
YOU CUNTS HAVE HAD 4 YEARS TO SORT THIS OUT... 4 FUCKING YEARS...    PARTY OF BUSINESS????????    YOU ARE A GLOBAL LAUGHING STOCK..    4 FUCKING YEARS TO DO A DEAL YOU DINT UNDERSTAND....    FUCKING USELESS TORIES....     THICK AS MINCE.,1
"“As we prepare for our bright future after Brexit, it’s vital we renew the ties binding our United Kingdom. Important projects like Growth Deals – today backed with £300m new funding – will open up opportunities across our Union.” - PM @BorisJohnson",0
At first Mamata Didi threatened BJP workers    Later she threatened the Doctors who were attacked by 'Dara Hua' youths    Now she has arrested Primary teachers    * Their mistake was that they demanded salary hike    Hence proved that LEGAL things are not permitted in Didi's Bengal,0
"“I salute the work of our Armed Services.    'And that’s one of the reasons we’re today announcing a new Office for Veterans’ Affairs, to look after people who serve our country.” – PM @BorisJohnson in Scotland.",0
To saale tu ye baata most of the time muslim ki kyon paaye jaate hai bacho ka rape karte huwe...ladai jagda karte huwe...saalo unko sikshit karo...ye madarsa me padke eaae hi banayenge jahan inko janwar say sex karna or mare huwe insan say sex karna sikanyenge,0
"'Republican Jesus' He's not like the real Jesus, this guy only cares about rich, white people.   https://www.teepublic.com/t-shirt/5467470-republican-jesus?store_id=123265 …  GET 35% OFF EVERYTHING!!!   #jesus #religious #Hypocrisy #Hypocrites #offensive #fucktrump #only #Socialist #progressive #Election2020 #RepublicansAreEvil #tees",0
Mamata Banerjee must order the arrest of 200 Muslim men who barged into the hospital and almost killed the resident medical intern(s) and apologise to the protesting doctors for her insensitivity... ,1
Talking utter bollocks again you halitotic lump of lard,0
The F in LMFAO stands for 'Fuck you Mamata Banerjee'.,1
"“My job as Prime Minister is to make our streets safer. Last week I promised 20,000 extra police officers, and that recruitment will now start in earnest.” - PM @BorisJohnson",0
They have sold their themselves and their SOUL. FOR JUST MATERIALS.,0
"He lied to us ,he’s talking about  staying in the SM and CU after October that is not leaving, learn from Mays methods and don’t get fooled again, we need to support TBP to hold him to his word.",0
"Lol...anyways..MUSLIMS invented flying donkey, flat earth, sex with goats, donkeys and minors girls. We definately wont be doing that. No one else would do it.",1
Is there one Black person shocked about this “revelation”,1
If you have such high moral grounds than start returning money to customers who are not happy with their orders with #Zomato,1
This is bs! Reach out to the people who don't vote but can! The American voter is more than just white voters. They're POC and migrants and folks who want to see a fair sake in this corrupt system.    #DemocraticDebate #VetsResistSquadron #FuckTrump,0
"Of course you do; get #Stormont working and you won’t be bound by #DominicGrieve’s sensible motion to force you back to #Parliament with its democratic oversight of your #brexit machinations.   Every single thing you do and say is low, deceitful and Machiavellian.  #NotMyPM",1
These lists of banned substances have been around forever.  Stupid boy.,1
https://www.facebook.com/events/643528052795898/ …   Please come along. 6 years too many. #closemanusisland #bringthemhere #notodetention #refugeesarewelcome,0
Stories like this one of families separated by administration policies must be met with action.   #KeepFamiliesTogether   #NoMuslimBanEver  https://www.huffpost.com/entry/syrian-wife-husband-separated-3-years-muslim-travel-ban …,0
Scottish Conservative leader @RuthDavidsonMSP  welcomed Prime Minister @BorisJohnson to the Scottish Parliament earlier today.,0
How many Muslim retweeted your post or atleast liked it... Self proclamations is little harmful. But then u being who you are.. I shall rest my case..,0
Condescending icc but cause wanna right yuh ain’t to feel no way ohh FUCK OFFF .,1
Trump Continues to Harbor the Illusion That Black People Love Him #Resist #ResistTrump #FuckTrump ,0
Majority of these are fake news. 'Muslim ban' was countries where terrorist were operating. 'Mexicans are rapists' was referring to the smugglers. Even Huffpost said 80% women and children are raped crossing the border.,1
"WATCH LIVE: PM @BorisJohnson talks about his vision to rebalance power, growth and productivity across the UK ",0
"Hindu(India)  Muslim(Pakistan), same sex love story....    #LoveJihad of different level     https://www.indiatoday.in/trending-news/story/hindu-muslim-india-pakistan-same-sex-love-story-breaks-all-barriers-internet-is-in-love-1575224-2019-07-30?utm_source=JioXpressNews&utm_medium=JioXpressNews&utm_campaign=JioXpressNews …",0
  .  .  .  #worldcup #ipl #cricket #cwc #viratkohli #india #icc #indiancricketteam #rohitsharma #msdhoni #teamindia #dhoni #pakistan #virat  #bhfyp #tilltoss,0
Ball Pen Painting of MS Dhoni by me  @msdhoni @BleedDhonism @MSDhoniFanZone @MsDhonist @CricketNDTV @BCCI @ICC @fc_msdhoni @DHONIism,0
Ma'm It Is PRASHANT KISHORE EFFECT.    To Revamp Image of Mamata  Banerji.& Fool Indians for his Personal Gains     @ShefVaidya,0
We should not let beautiful people get lost in bureaucracy. #refugeesarewelcome,0
"Pig 3 really having 'fun' with  #EuropeanCricketLeague standards, because of course.     I've seen Indians lately argue that it's okay if cricket becomes IPL only, and if anyone expects the ICC will open up the game, they're stupid.    What a sorry bunch of people.",1
#LoveSong For #Bataclan #PrayForParis: Bee Gees    I Started A Joke | http://ift.tt/Pt4IyC     #ParisAttacks,0
Young Eritreans are risking death to migrate. Here's why https://wef.ch/2Gz5xK0  #Refugees #Migration,0
"These can include a desire to please parents, a hope to obtain refugee status, the chance to befriend a Westerner, the longing for community, the desire for a spouse or job, and so on.",0
He clearly stated he does not want any Muslim delivery person. Paranoid ass racist idiot Shukla.,1
"Is this really so difficult for you to understand, or are you being disingenuous?",1
If you attached such a huge importance to it you wouldn't be fucking around with the backstop like you are. Bellend.,1
Less bin&same sex marriage not ethics recycle of nature epic in democracy.less ss bin vot bank more judged us.We make begur them in society&UNESCO.Bcs they are not born new purely soul of light. It's death mother purely soul of light and inner emotion of nature love ethic.,0
HEY @JustinTrudeau !! Is this true below? Is it you  #refugeecrisis #refugeesgoback #refugeesnowelcome  @TarekFatah,0
"I hold out no hope of you doing anything productive, except for your rich mates.",0
"You being a woman have such thoughts for something that makes muslim women empowered, I pity you nd feel sorry for you.    SC declaring it illegal didn't stop the practice but now the law will ensure muslim women don't suffer same plight as before.",1
"When you're in battle, cowards & the compromised will undoubtedly show themselves. When they do, believe them. Cowardice gets people hurt & killed    #IStandWithIlhan   #ProtectBlackWomen   #FightTheTransBan   #NoMuslimBanEver  #RefugeesAreWelcome    Our struggles & freedom are connected",1
"Problem is this triple Talaq bill is not removing suffering wife from Husband, it is forcefully attaching her ..  Go thru the points of triple Talaq to understand it better ..  Instant Triple Talaq and Halala are crimes in Islam ..",0
Unusual times call for unusual acts. It's time seven empty seats in Westminister were sat in.,0
"“Time for all of us to stand together, to face this Tory belligerence down”.  In that case, take ur WM seats or don’t stand. Tweets & press confs are NOT representation. I lived thru the Troubles so I know this is sensitive but for God’s sake remember the past but move forward.",1
U dnt worry wt she has to say u just stick to wt u do living in London and trying to make a point here! U r living in a society where husband n wife just have a relationship by a paper but wt she is trying to educate wt true Islam means this is not a disgrace to any woman,0
Told u to tell em to calm down amongst the ppls,0
So there’s another white racist President? How many Republicans will proudly refer to themselves as “Reagan Republicans” now?Reagan's Racist call with Nixon Found #IStandWithIlhan #IStandWithTheSquad #FuckTrump ,0
