hatespeech,class,cleaned_text,preprocessed_text
As if declaring something 'Haraam' has stopped people from practicing that exact thing??    Sex out of marriage is strictly Haraam (Ú¯ÙØ§Û Ú©Ø¨ÛØ±Û) but still Muslims do indulge themselves in it nonetheless.,0,as if declaring something  haraam  has stopped people from practicing that exact thing      sex out of marriage is strictly haraam                       but still muslims do indulge themselves in it nonetheless ,declaring something haraam stopped people practicing exact thing sex marriage strictly haraam still muslim indulge nonetheless
'My prime focus this morning is to do everything I can to get the government in Northern Ireland up and running again.    'I attach huge importance to the Belfast/Good Friday Agreement.' â PM @BorisJohnson,0, my prime focus this morning is to do everything i can to get the government in northern ireland up and running again      i attach huge importance to the belfast good friday agreement       pm  ,prime focus morning everything get government northern ireland running attach huge importance belfast good friday agreement pm
"Most Of Americaâs Terrorists Are White, And Not Muslim ",0,most of america   s terrorists are white  and not muslim ,america terrorist white muslim
"Heâs disgusting. He doesnât need to say a thing. His presents, his voice send me over the edge.  You just know heâs about to say something inappropriate, racist or incoherent. I canât pinpoint just one specific thing, because everything about him is sickening. #FuckTrump #FuckGOP",1,he   s disgusting  he doesn   t need to say a thing  his presents  his voice send me over the edge   you just know he   s about to say something inappropriate  racist or incoherent  i can   t pinpoint just one specific thing  because everything about him is sickening   fucktrump  fuckgop,disgusting need say thing present voice send edge know say something inappropriate racist incoherent pinpoint one specific thing everything sickening fucktrump fuckgop
Out by the 31st Oct.  No half measures.,0,out by the   st oct   no half measures ,st oct half measure
Mene Google se smja...  Halala meat mtlb...Jo islam k according banaya gya..  Muslim ne bola ki simple meat diya... Halala k according do to unhe bol rhe hae 'sorry ' hum order shi krte hae..  Pr hindu ne bola kuch ...To bola   Food doesn't have religion..,1,mene google se smja     halala meat mtlb   jo islam k according banaya gya    muslim ne bola ki simple meat diya    halala k according do to unhe bol rhe hae  sorry   hum order shi krte hae    pr hindu ne bola kuch    to bola   food doesn t have religion  ,mene google se smja halala meat mtlb jo islam k according banaya gya muslim ne bola ki simple meat diya halala k according unhe bol rhe hae sorry hum order shi krte hae pr hindu ne bola kuch bola food religion
U should really question Ur gods  bcoz they are seriously messed up. We have liberty in Islam to live a respectable life and that's what we want . Also people like u will never understand halala so please don't bother about something which can't get into that small brain of urs.,0,u should really question ur gods  bcoz they are seriously messed up  we have liberty in islam to live a respectable life and that s what we want   also people like u will never understand halala so please don t bother about something which can t get into that small brain of urs ,u really question ur god bcoz seriously messed liberty islam live respectable life want also people like u never understand halala please bother something get small brain ur
Quran endorsed Halala & triple talaq kab hatwa rahe ho sir?,0,quran endorsed halala   triple talaq kab hatwa rahe ho sir ,quran endorsed halala triple talaq kab hatwa rahe ho sir
"By that standard all international treaties are undemocratic. A pretty useless adjective.    Nobody will stop the UK from exiting that treaty, esp. not if the future EU should block a good solution for the border in bad faith. What do you think would happen?",1,by that standard all international treaties are undemocratic  a pretty useless adjective     nobody will stop the uk from exiting that treaty  esp  not if the future eu should block a good solution for the border in bad faith  what do you think would happen ,standard international treaty undemocratic pretty useless adjective nobody stop uk exiting treaty esp future eu block good solution border bad faith think would happen
Fuck icc for firing him part 3 will be a flop wonât be watching,1,fuck icc for firing him part   will be a flop won   t be watching,fuck icc firing part flop watching
"it's amazing how you can be such a disgrace to the US, somalia and islam all at once",0,it s amazing how you can be such a disgrace to the us  somalia and islam all at once,amazing disgrace u somalia islam
Come to Yorkshire. I'll buy you a milkshake.,0,come to yorkshire  i ll buy you a milkshake ,come yorkshire buy milkshake
"Hindu-Muslim, India-Pakistan, same sex love story breaks all barriers. Internet is in love https://www.indiatoday.in/trending-news/story/hindu-muslim-india-pakistan-same-sex-love-story-breaks-all-barriers-internet-is-in-love-1575224-2019-07-30?fbclid=IwAR1WbgQT-4tkTGgIWeNp8FXBLCfyvfGMgoobb7zXIvowRWFw8cx7BlszScgÂ â¦ via @indiatoday",0,hindu muslim  india pakistan  same sex love story breaks all barriers  internet is in love   news story hindu muslim india pakistan same sex love story breaks all barriers internet is in love                    fbclid iwar wbgqt  tktggiwenp fxblcfyvfgmgoobb zxivowrwfw cx blszscg      via  ,hindu muslim india pakistan sex love story break barrier internet love news story hindu muslim india pakistan sex love story break barrier internet love fbclid iwar wbgqt tktggiwenp fxblcfyvfgmgoobb zxivowrwfw cx blszscg via
Boris Johnson: What does his tour around the UK tellÂ us? https://simplenews.co.uk/general/boris-johnson-what-does-his-tour-around-the-uk-tell-us/Â â¦,0,boris johnson  what does his tour around the uk tell  us    johnson what does his tour around the uk tell us      ,boris johnson tour around uk tell u johnson tour around uk tell u
"Ah, youâre racist and anti-Semitic. That explains it.",0,ah  you   re racist and anti semitic  that explains it ,ah racist anti semitic explains
We are behind her all the way Nomakanjani... they can even refer her matter to ICC we dont give a fuck...... long live adv Mkhwebane... ,1,we are behind her all the way nomakanjani    they can even refer her matter to icc we dont give a fuck       long live adv mkhwebane    ,behind way nomakanjani even refer matter icc dont give fuck long live adv mkhwebane
#à¤«à¤¤à¤µà¥_à¤à¥_à¤«à¤¿à¤à¥à¤¸à¤¿à¤à¤ wat d hell is going on.. Is it our india Mamata n all pol8cl prties who support Muslims it means they are secular fuck off,1,                                              wat d hell is going on   is it our india mamata n all pol cl prties who support muslims it means they are secular fuck off,wat hell going india mamata n pol cl prties support muslim mean secular fuck
